Temperature,Stress,Ni,Al,Co,Cr,Mo,Re,Ru,Ti,Ta,W,Hf,Nb,Si,C,Y,Ce,B,creep_life
950,250,63.1235,5.5,8,6.1,0.5,2.7,0,0.5,7.2,6.2,0.15,0,0,0.022,0,0,0.0045,847
950,200,63.1235,5.5,8,6.1,0.5,2.7,0,0.5,7.2,6.2,0.15,0,0,0.022,0,0,0.0045,2138
950,165,63.1235,5.5,8,6.1,0.5,2.7,0,0.5,7.2,6.2,0.15,0,0,0.022,0,0,0.0045,6050
1040,137,65.449,5.2,0.99,11.73,0,1.49,0,0,7.42,5.59,0.25,1.77,0,0.08,0,0,0.031,205.5
1040,137,65.605,5.07,1.02,7.21,0.83,1.43,0,0,9.1,8.53,0.27,0.85,0,0.061,0,0,0.024,525.5
1040,137,65.607,5.07,1.01,7.4,0.83,1.44,0,0,10.31,7.11,0.28,0.85,0,0.067,0,0,0.026,388.9
1040,137,65.621,5.07,0.99,7.15,0.83,1.43,0,0,8.7,8.99,0.28,0.85,0,0.064,0,0,0.025,665.1
1040,137,65.624,5.07,1.01,7.27,0.83,1.43,0,0,9.5,8.07,0.26,0.85,0,0.061,0,0,0.025,509.9
1040,137,65.639,5.07,1,7.18,0.83,1.43,0,0,8.9,8.76,0.25,0.85,0,0.07,0,0,0.021,611.1
871,552,62.781,7,10,6,1.5,3,0,0,4,5.5,0.15,0,0,0.05,0.015,0,0.004,119.2
982,276,62.781,7,10,6,1.5,3,0,0,4,5.5,0.15,0,0,0.05,0.015,0,0.004,80.7
982,276,63.396,6.4,7.5,8,0,4.5,0,0,6,4,0.15,0,0,0.05,0,0,0.004,69.6
1093,138,63.396,6.4,7.5,8,0,4.5,0,0,6,4,0.15,0,0,0.05,0,0,0.004,46
1040,137,65.73,5.08,1,7.1,0.83,1.42,0,0,8.9,8.8,0.25,0.8,0,0.07,0,0,0.02,555.5
950,165,64.5235,5.3,7.8,5.8,0.5,2.5,0,0.4,7,6,0.15,0,0,0.022,0,0,0.0045,3690
950,200,64.5235,5.3,7.8,5.8,0.5,2.5,0,0.4,7,6,0.15,0,0,0.022,0,0,0.0045,1990
982,276,63.131,5.75,7.5,8,0,3,0,1.5,5,5.9,0.15,0,0,0.05,0.015,0,0.004,63.1
871,552,63.131,5.75,7.5,8,0,3,0,1.5,5,5.9,0.15,0,0,0.05,0.015,0,0.004,86.8
1093,138,63.131,5.75,7.5,8,0,3,0,1.5,5,5.9,0.15,0,0,0.05,0.015,0,0.004,90
1040,137,65.788,5.12,1.01,7.33,0.41,1.44,0,0,8.72,9,0.25,0.85,0,0.06,0,0,0.022,588.8
1040,137,65.964,5.1,0.89,5.75,0.82,2.83,0,0,8.61,8.89,0.22,0.84,0,0.061,0,0,0.025,508.9
1040,137,65.89,5.2,0.99,4.27,0.81,5.61,0,0,8.52,7.56,0.22,0.83,0,0.07,0,0,0.03,454.3
1040,137,66.162,4.96,1,7.54,0.83,1.44,0,0,8.77,7.21,0.28,1.71,0,0.066,0,0,0.032,333.5
1040,137,66.202,4.96,0.97,7.54,0.83,1.44,0,0,8.77,7.21,0.28,1.71,0,0.066,0,0,0.022,232.2
1040,137,66.103,5.12,0.99,4.23,0.81,4.27,0,0,8.52,8.8,0.24,0.83,0,0.061,0,0,0.026,460.6
1148,90,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,47.1
871,552,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,57.9
1093,138,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,42.8
982,276,62.281,6,10,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,63.7
1100,120,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,377
1150,90,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,435
850,500,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,917
1050,140,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,468
950,240,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,953
1040,137,66.06,5.28,1.01,7.36,0.84,2.89,0,0,8.78,6.56,0.26,0.86,0,0.071,0,0,0.029,436.5
1040,137,66.078,5.27,1.01,7.5,0.84,2.89,0,0,9.59,5.61,0.26,0.86,0,0.066,0,0,0.026,415.4
1040,137,66.023,5.4,0.98,6.5,0.77,1.29,0,0,9.23,8.62,0.21,0.89,0,0.065,0,0,0.022,550.3
1040,137,66.61,4.85,1.05,7.67,0.84,1.45,0,0,7.22,7.32,0.28,2.59,0,0.088,0,0,0.032,220.3
950,240,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,3468
1150,90,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,485
1050,140,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,1469
850,500,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,2568
1100,120,61,5.49,8,4.4,0,4.8,0,0,8.6,7.5,0.1,0.1,0,0,0.01,0,0,498
1040,137,66.405,5.2,1.02,7.29,0.84,1.45,0,0,8.79,7.8,0.25,0.86,0,0.069,0,0,0.026,430
1040,137,66.4,5.3,0,9.2,0,0,0,0,10.4,8.7,0,0,0,0,0,0,0,1827
1040,137,66.565,5.14,1,6.74,2.51,1.45,0,0,8.79,6.57,0.28,0.86,0,0.069,0,0,0.026,507.3
1040,137,66.959,4.78,0.55,7.58,0.84,1.45,0,1.17,6.43,9.01,0.25,0.86,0,0.088,0,0,0.033,220.5
871,552,64.046,5.75,7.5,8,0,6,0,1.5,5,2,0.15,0,0,0.05,0,0,0.004,54.2
982,276,64.046,5.75,7.5,8,0,6,0,1.5,5,2,0.15,0,0,0.05,0,0,0.004,103
1093,138,64.046,5.75,7.5,8,0,6,0,1.5,5,2,0.15,0,0,0.05,0,0,0.004,52.4
1050,140,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,416
950,240,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,837
1150,90,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,387
850,500,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,805
1100,120,61.6,6.2,8,7,2,3,0,0,7,5,0.2,0,0,0,0,0,0,319
1040,137,67.237,4.96,0,7.54,0.83,1.44,0,0,8.77,7.21,0.21,1.71,0,0.07,0,0,0.023,323.3
982,248,66.8,5.4,5,7.9,2,0,0,0,5.9,6.9,0.1,0,0,0,0,0,0,107.5
1148,90,65.081,6.2,7.5,5,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,46.3
982,276,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,80.4
1148,90,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,74.3
871,552,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,114.3
1093,138,63.081,6.2,7.5,7,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,98.4
982,276,65.081,6.2,7.5,5,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.015,0,0.05,48.7
982,276,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,67.1
1148,90,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,82.9
1093,138,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,70.1
871,552,63.546,5.75,7.5,8,0,4.5,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,66.7
1148,90,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,90.4
1093,138,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,184.5
982,276,63.896,6.4,7.5,8,0,6,0,0,6,2,0.15,0,0,0.05,0,0,0.004,64.7
1093,138,63.896,6.4,7.5,8,0,6,0,0,6,2,0.15,0,0,0.05,0,0,0.004,35.4
871,552,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,94.5
871,552,63.896,6.4,7.5,8,0,6,0,0,6,2,0.15,0,0,0.05,0,0,0.004,62.2
982,276,63.496,5.8,7.5,8,1.5,3,0,1.5,5,4,0.15,0,0,0.05,0,0,0.004,68.5
1040,137,67.499,5.03,1.2,7.22,0.83,1.44,0,0.38,8.72,6.93,0.21,0.43,0,0.078,0,0,0.033,610.1
1040,137,67.275,5.34,1.01,7.19,0.84,1.46,0,0,7.25,8.41,0.26,0.87,0,0.07,0,0,0.025,351.2
1040,137,67.453,5.21,1,6.15,4.21,1.46,0,0,7.25,6.09,0.21,0.87,0,0.061,0,0,0.036,477.5
1148,90,64.781,6,7.5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,52.2
982,276,64.781,6,7.5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,51.4
871,552,64.781,6,7.5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,53.8
871,552,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,75.7
982,276,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,60.1
1148,90,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,66.4
1093,138,63.796,6,7.5,8,1.5,3,0,1,6,3,0.15,0,0,0.05,0,0,0.004,100.3
1093,138,64.396,6.4,7.5,8,3,4.5,0,0,6,0,0.15,0,0,0.05,0,0,0.004,44.1
982,276,64.396,6.4,7.5,8,3,4.5,0,0,6,0,0.15,0,0,0.05,0,0,0.004,161.8
871,552,64.396,6.4,7.5,8,3,4.5,0,0,6,0,0.15,0,0,0.05,0,0,0.004,101.9
1040,137,67.7,5.2,0,6.6,0,0,0,0,7.7,12.8,0,0,0,0,0,0,0,1920
1093,138,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,43.1
982,276,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,70.3
871,552,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,64.2
1148,90,64.046,6.2,7.5,6,1.5,3,0,0,6.5,5,0.15,0,0,0.004,0.05,0,0.05,96.9
1093,138,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,153.7
982,276,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,158.7
1148,90,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,220.1
871,552,63.781,6.5,7.5,5,1.5,5.5,0,0,7,3,0.15,0,0,0.004,0.015,0,0.05,257.2
1093,138,64.896,6.5,7.5,5,0.5,3,0,1,8,3,0.5,0,0,0.004,0.05,0,0.05,42.3
982,276,64.896,6.5,7.5,5,0.5,3,0,1,8,3,0.5,0,0,0.004,0.05,0,0.05,55.5
1148,90,64.896,6.5,7.5,5,0.5,3,0,1,8,3,0.5,0,0,0.004,0.05,0,0.05,55.5
871,448,64.53,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0.2,0,0,0,0,0,0,502.3
871,448,64.53,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0.2,0,0,0,0,0,0,89.2
982,220,64.53,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0.2,0,0,0,0,0,0,276.7
982,220,64.53,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0.2,0,0,0,0,0,0,114.5
1093,138,64.281,6.5,7.5,5,1.5,4.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,100.6
1148,90,64.281,6.5,7.5,5,1.5,4.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,246.3
871,552,64.281,6.5,7.5,5,1.5,4.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,147.4
982,276,64.281,6.5,7.5,5,1.5,4.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,115.5
1148,90,64.2945,6.5,7.5,8,1.5,3,0,0,6,3,0.15,0,0,0.05,0.0015,0,0.004,39.2
871,552,64.2945,6.5,7.5,8,1.5,3,0,0,6,3,0.15,0,0,0.05,0.0015,0,0.004,55.6
1093,138,64.2945,6.5,7.5,8,1.5,3,0,0,6,3,0.15,0,0,0.05,0.0015,0,0.004,31.6
982,276,64.2945,6.5,7.5,8,1.5,3,0,0,6,3,0.15,0,0,0.05,0.0015,0,0.004,53.5
315,448,64.73,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0,0,0,0,0,0,0,277.1
760,759,64.73,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0,0,0,0,0,0,0,697.6
982,220,64.73,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0,0,0,0,0,0,0,304.6
982,220,64.73,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0,0,0,0,0,0,0,173.5
871,448,64.73,4.15,5,10.6,0.92,0,0,3.68,4.42,6.5,0,0,0,0,0,0,0,339.8
982,276,65.146,5.9,7.5,8,3.65,3.1,0,1.5,5,0,0.15,0,0,0.05,0,0,0.004,56.3
871,552,65.146,5.9,7.5,8,3.65,3.1,0,1.5,5,0,0.15,0,0,0.05,0,0,0.004,56.3
1148,90,65.146,5.9,7.5,8,3.65,3.1,0,1.5,5,0,0.15,0,0,0.05,0,0,0.004,30
1093,138,65.146,5.9,7.5,8,3.65,3.1,0,1.5,5,0,0.15,0,0,0.05,0,0,0.004,55.2
1093,138,64.781,6.5,7.5,5,1.5,3,0,0.5,8,3,0.15,0,0,0.004,0.015,0,0.05,47.6
1148,90,64.781,6.5,7.5,5,1.5,3,0,0.5,8,3,0.15,0,0,0.004,0.015,0,0.05,121.4
982,276,64.781,6.5,7.5,5,1.5,3,0,0.5,8,3,0.15,0,0,0.004,0.015,0,0.05,83.6
871,552,64.781,6.5,7.5,5,1.5,3,0,0.5,8,3,0.15,0,0,0.004,0.015,0,0.05,103.9
760,759,67.96,4.4,2.52,10.1,0.92,0,0,3.18,4.42,6.5,0,0,0,0,0,0,0,368
871,448,67.96,4.4,2.52,10.1,0.92,0,0,3.18,4.42,6.5,0,0,0,0,0,0,0,240.5
982,220,67.96,4.4,2.52,10.1,0.92,0,0,3.18,4.42,6.5,0,0,0,0,0,0,0,224.8
1050,140,63.9,5.47,6.4,1.8,0,7.2,0,0,9.5,5.2,0.2,0.3,0,0,0.03,0,0,1648
1150,90,63.9,5.47,6.4,1.8,0,7.2,0,0,9.5,5.2,0.2,0.3,0,0,0.03,0,0,590
1100,120,63.9,5.47,6.4,1.8,0,7.2,0,0,9.5,5.2,0.2,0.3,0,0,0.03,0,0,583
950,240,63.9,5.47,6.4,1.8,0,7.2,0,0,9.5,5.2,0.2,0.3,0,0,0.03,0,0,3764
850,500,63.9,5.47,6.4,1.8,0,7.2,0,0,9.5,5.2,0.2,0.3,0,0,0.03,0,0,2721
1040,137,68.901,5.62,1.02,7.23,0.86,1.48,0,0,5.74,7.9,0.26,0.88,0,0.081,0,0,0.028,311.1
982,276,65.281,6.5,7.5,5,1.5,3,0,0.5,7.5,3,0.15,0,0,0.004,0.015,0,0.05,65.4
1093,138,65.281,6.5,7.5,5,1.5,3,0,0.5,7.5,3,0.15,0,0,0.004,0.015,0,0.05,64.8
1093,138,65.281,6.5,7.5,5,1.5,3.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,68
871,552,65.281,6.5,7.5,5,1.5,3,0,0.5,7.5,3,0.15,0,0,0.004,0.015,0,0.05,76.5
871,552,65.281,6.5,7.5,5,1.5,3.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,84.3
1148,90,65.281,6.5,7.5,5,1.5,3.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,113.3
1148,90,65.281,6.5,7.5,5,1.5,3,0,0.5,7.5,3,0.15,0,0,0.004,0.015,0,0.05,143.2
982,276,65.281,6.5,7.5,5,1.5,3.5,0,0.5,7,3,0.15,0,0,0.004,0.015,0,0.05,85.6
1040,137,70.5,5,5,10,0,0,0,1.5,4,4,0,0,0,0,0,0,0,440
850,500,64.9,5.78,4.8,3.8,0,5.8,0,0,7.5,6.8,0.1,0.5,0,0,0.02,0,0,2696
1100,120,64.9,5.78,4.8,3.8,0,5.8,0,0,7.5,6.8,0.1,0.5,0,0,0.02,0,0,572
950,240,64.9,5.78,4.8,3.8,0,5.8,0,0,7.5,6.8,0.1,0.5,0,0,0.02,0,0,3721
1050,140,64.9,5.78,4.8,3.8,0,5.8,0,0,7.5,6.8,0.1,0.5,0,0,0.02,0,0,1592
1150,90,64.9,5.78,4.8,3.8,0,5.8,0,0,7.5,6.8,0.1,0.5,0,0,0.02,0,0,593
1093,138,67.281,6,5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,30.2
1148,90,67.281,6,5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,53.5
982,276,67.281,6,5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,49.1
871,552,67.281,6,5,7,1.5,3,0,1,6,3,0.15,0,0,0.004,0.015,0,0.05,35.1
1100,120,66.1,5.36,4.5,3,0,6,0,0,8.6,6,0.1,0.3,0,0,0.04,0,0,584
1150,90,66.1,5.36,4.5,3,0,6,0,0,8.6,6,0.1,0.3,0,0,0.04,0,0,623
1050,140,66.1,5.36,4.5,3,0,6,0,0,8.6,6,0.1,0.3,0,0,0.04,0,0,1752
850,500,66.1,5.36,4.5,3,0,6,0,0,8.6,6,0.1,0.3,0,0,0.04,0,0,3054
950,240,66.1,5.36,4.5,3,0,6,0,0,8.6,6,0.1,0.3,0,0,0.04,0,0,3825
950,240,67,5.18,4,2.4,0,6.5,0,0,9,5.5,0.1,0.3,0,0,0.02,0,0,3917
850,500,67,5.18,4,2.4,0,6.5,0,0,9,5.5,0.1,0.3,0,0,0.02,0,0,3243
1150,90,67,5.18,4,2.4,0,6.5,0,0,9,5.5,0.1,0.3,0,0,0.02,0,0,650
1100,120,67,5.18,4,2.4,0,6.5,0,0,9,5.5,0.1,0.3,0,0,0.02,0,0,592
1050,140,67,5.18,4,2.4,0,6.5,0,0,9,5.5,0.1,0.3,0,0,0.02,0,0,1803
1150,90,67.9,4.75,3.1,1.4,0,7.5,0,0,10,5,0.1,0.2,0,0,0.05,0,0,473
1100,120,67.9,4.75,3.1,1.4,0,7.5,0,0,10,5,0.1,0.2,0,0,0.05,0,0,487
850,500,67.9,4.75,3.1,1.4,0,7.5,0,0,10,5,0.1,0.2,0,0,0.05,0,0,2537
950,240,67.9,4.75,3.1,1.4,0,7.5,0,0,10,5,0.1,0.2,0,0,0.05,0,0,3427
1050,140,67.9,4.75,3.1,1.4,0,7.5,0,0,10,5,0.1,0.2,0,0,0.05,0,0,1423
871,552,71.946,5.8,0,7,2.5,2,0,1.5,5,4,0.15,0,0,0.05,0.05,0,0.004,96.5
982,276,71.946,5.8,0,7,2.5,2,0,1.5,5,4,0.15,0,0,0.05,0.05,0,0.004,51.6
1040,137,74.9,5.5,0,5,2,0,0,1.1,6.5,5,0,0,0,0,0,0,0,400
871,414,70.4,5.6,0,10.3,0,0,0,0,6.2,7.5,0,0,0,0,0,0,0,86.4
1037,124,70.4,5.6,0,10.3,0,0,0,0,6.2,7.5,0,0,0,0,0,0,0,344.6
1037,103,70.4,5.6,0,10.3,0,0,0,0,6.2,7.5,0,0,0,0,0,0,0,816.5
982,207,70.4,5.6,0,10.3,0,0,0,0,6.2,7.5,0,0,0,0,0,0,0,81.5
871,414,70.4,5.6,0,10.3,0,0,0,0,6.2,7.5,0,0,0,0,0,0,0,90.8
982,207,70.4,5.6,0,10.3,0,0,0,0,6.2,7.5,0,0,0,0,0,0,0,76.8
871,448,77.26,4.4,2.52,0.6,0.92,0,0,3.18,4.42,6.5,0.2,0,0,0,0,0,0,546.5
982,220,77.26,4.4,2.52,0.6,0.92,0,0,3.18,4.42,6.5,0.2,0,0,0,0,0,0,288.1
871,552,74.781,7.5,0,7,1.5,3,0,0,2,4,0.15,0,0,0.05,0.015,0,0.004,43.5
982,276,74.781,7.5,0,7,1.5,3,0,0,2,4,0.15,0,0,0.05,0.015,0,0.004,55.3
760,750,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,895
760,780,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,518
760,860,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,98
850,460,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,430
850,500,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,337
850,560,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,181
850,629,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,55
850,650,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,24
950,195,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,804
760,840,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,138
760,880,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,60
980,230,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,118
1000,216,66.4435,5.65,4.6,7.6,0.5,0,0,1,6,8,0.0075,0.15,0.04,0.006,0,0,0.003,108
700,981,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,108
700,932,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,584
700,883,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,788
760,804,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,175
760,785,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,324
760,745,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,395
760,724,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,574
800,647,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,221
800,569,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,539
800,530,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,980
850,510,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,125
850,490,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,151
900,363,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,109
900,294,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,314
900,324,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,222
900,245,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,900
950,206,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,688
950,245,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,196
950,294,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,52
980,221,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,138
1000,216,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,66
1000,196,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,164
1000,177,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,236
1000,157,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,612
1000,137,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,1518
1040,177,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,119
1040,167,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,190
1040,157,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,393
1093,98,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,392
760,804,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,247
850,425,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,463
850,441,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,372
850,510,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,162
980,221,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,182
982,207,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,327.6
1000,216,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,121.3
1030,196,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,80.1
1038,159,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,275
1040,117,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,96.37
760,724,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,539.8
800,656,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,668.5
900,258,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,1099.4
1000,196,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,180
1000,216,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,80
1000,177,67.885,5.85,5,9.5,4,0,0,2.05,0,5.5,0,0,0.2,0.01,0,0,0.005,521
760,839,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,139
