Temperature,Stress,Ni,Al,Co,Cr,Mo,Re,Ru,Ti,Ta,W,Hf,Nb,Si,C,Y,Ce,B,creep_life
800,652,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,203
800,713,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,79
850,539,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,110
850,553,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,92
900,405,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,120
950,305,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,81
980,240,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,128
1040,167,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,107
1040,147,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,197
1040,158,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,120
1040,167,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,92
980,227,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,171
980,231,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,128
980,231,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,148
980,239,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,128
980,240,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,128
760,839,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,138
760,839,62.915,3.7,7.5,9,1.7,0,0,4.3,4.15,6,0,0.525,0.2,0.01,0,0,0,151
650,980,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,102
650,1000,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,65
650,1030,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,64
650,1060,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,4
760,810,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,238
760,830,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,61
760,840,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,24
760,850,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,16
760,900,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,12
760,1000,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,2
850,630,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,162
850,660,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,127
850,680,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,69
850,700,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,20
850,900,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,11
850,1050,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,0.5
980,250,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,275
980,310,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,112
980,320,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,96
980,360,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,51
980,400,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,30
980,500,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,9
1070,160,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,175
1070,170,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,108
1070,180,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,94
1070,200,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,50
1070,250,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,19.2
1070,280,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,12.3
1100,140,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,146
1100,152,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,92
1100,170,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,48
1100,200,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,18
1100,225,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,10
1150,75,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,716
1150,82,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,385
1150,90,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,133
1150,104,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,116
1150,120,60.519,5.7,9,4.3,2,2,0,0.1,7.25,8,0.01,0.9,0.2,0.001,0,0,0.02,42
760,750,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,1196
760,780,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,667
760,800,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,148
760,850,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,74
760,900,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,27
850,400,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,1410
850,460,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,426
850,500,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,401
850,600,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,117
850,620,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,78
890,296,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,982
950,180,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,977
950,200,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,758
950,220,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,455
950,240,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,399
950,300,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,128
950,320,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,97
980,260,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,58
1000,219,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,46
1050,100,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,1032
1050,115,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,852
1050,120,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,615
1050,140,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,283
1050,165,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,86
1050,200,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,10
1100,100,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,613
1100,120,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,148
1100,130,67.5425,5.95,5.5,8.05,2.25,0,0,2,3.5,5,0.0075,0.15,0.04,0.007,0,0,0.003,98
650,1009,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,232
650,980,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,448
700,931,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,135
700,911,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,295
700,882,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,212
750,774,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,173
750,755,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,211
750,725,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,443
750,666,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,954
800,647,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,116
800,588,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,398
800,529,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,424
850,519,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,79
850,470,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,158
850,441,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,210
900,363,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,141
900,333,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,211
900,294,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,334
950,265,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,104
950,245,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,84
950,235,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,137
950,196,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,346
1000,167,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,130
1000,137,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,374
1000,98,60.765,3.7,8.5,16,0,0,0,3.9,0.95,6,0,0,0.15,0.03,0,0,0.005,1085
760,620,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,400
760,600,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,1900
900,300,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,475
900,350,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,210
900,400,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,120
1000,190,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,110
1000,170,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,190
1000,140,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,490
1050,140,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,100
1050,120,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,225
1050,100,64.185,5.95,9,4.95,1.1,0,0,1.1,0,11.7,0.1,1.4,0.3,0.15,0.025,0.025,0.015,515
700,920,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,34
700,800,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,2107
760,810,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,233
760,700,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,1537
800,720,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,158
800,680,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,636
900,550,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,94
900,320,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,1584
1000,280,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,92
1000,220,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,300
1000,190,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,747
1010,260,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,101
1050,190,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,128
1050,135,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,912
1050,115,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,1865
1100,160,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,66
1100,140,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,146
1100,110,60.6,5.95,9,4.95,1.1,4,0,0,4,8.6,0,1.6,0,0.15,0.005,0.025,0.02,430
700,950,65.33,5.5,5,9,0,0,0,1.8,3,9.5,0,0.65,0.2,0.015,0,0,0.005,750
700,900,65.33,5.5,5,9,0,0,0,1.8,3,9.5,0,0.65,0.2,0.015,0,0,0.005,1000
900,450,65.33,5.5,5,9,0,0,0,1.8,3,9.5,0,0.65,0.2,0.015,0,0,0.005,100
900,420,65.33,5.5,5,9,0,0,0,1.8,3,9.5,0,0.65,0.2,0.015,0,0,0.005,168
900,400,65.33,5.5,5,9,0,0,0,1.8,3,9.5,0,0.65,0.2,0.015,0,0,0.005,220
900,380,65.33,5.5,5,9,0,0,0,1.8,3,9.5,0,0.65,0.2,0.015,0,0,0.005,239
1100,137,66.4,5.3,0,9.2,0,0,0,0,10.4,8.7,0,0,0,0,0,0,0,340
900,392,66.4,5.3,0,9.2,0,0,0,0,10.4,8.7,0,0,0,0,0,0,0,380
1100,137,60,5.1,8.2,5.2,1.9,0,0,0,8.1,11.5,0,0,0,0,0,0,0,351
900,392,60,5.1,8.2,5.2,1.9,0,0,0,8.1,11.5,0,0,0,0,0,0,0,652
1100,137,65.2,5.4,0,9,0,1.2,0,0,10,8,0,1.2,0,0,0,0,0,318
900,392,65.2,5.4,0,9,0,1.2,0,0,10,8,0,1.2,0,0,0,0,0,429
1100,137,66.4,5.4,0,9,1.2,0,0,0,10,8,0,0,0,0,0,0,0,164
900,392,66.4,5.4,0,9,1.2,0,0,0,10,8,0,0,0,0,0,0,0,304
900,392,69.4,5.4,0,9,0,1.2,0,0,5.8,8,0,1.2,0,0,0,0,0,275
900,392,70.45,5.4,0,9,0,1.2,0,0,5.8,8,0,0,0.15,0,0,0,0,252
1100,137,62.4,5.3,7.8,4.9,1.9,2.4,0,0.5,6,8.7,0.1,0,0,0,0,0,0,375
1000,245,62.4,5.3,7.8,4.9,1.9,2.4,0,0.5,6,8.7,0.1,0,0,0,0,0,0,198
900,392,62.4,5.3,7.8,4.9,1.9,2.4,0,0.5,6,8.7,0.1,0,0,0,0,0,0,584
1100,137,61.5,5.2,7.6,4.5,1.8,2.4,2,0.5,5.9,8.5,0.1,0,0,0,0,0,0,237
1000,245,61.5,5.2,7.6,4.5,1.8,2.4,2,0.5,5.9,8.5,0.1,0,0,0,0,0,0,237
900,392,61.5,5.2,7.6,4.5,1.8,2.4,2,0.5,5.9,8.5,0.1,0,0,0,0,0,0,376
1100,137,62.2,5.3,7.6,4.5,1.8,3.5,0,0.5,5.9,8.6,0.1,0,0,0,0,0,0,178
1000,245,62.2,5.3,7.6,4.5,1.8,3.5,0,0.5,5.9,8.6,0.1,0,0,0,0,0,0,221
900,392,62.2,5.3,7.6,4.5,1.8,3.5,0,0.5,5.9,8.6,0.1,0,0,0,0,0,0,872
1100,137,60.8,5.2,7.6,4.5,1.7,3.5,2,0.5,5.8,8.3,0.1,0,0,0,0,0,0,340
1000,245,60.8,5.2,7.6,4.5,1.7,3.5,2,0.5,5.8,8.3,0.1,0,0,0,0,0,0,323
900,392,60.8,5.2,7.6,4.5,1.7,3.5,2,0.5,5.8,8.3,0.1,0,0,0,0,0,0,995
1100,137,59.9,6,12,3,2,5,0,0,6,6,0.1,0,0,0,0,0,0,227
900,392,59.9,6,12,3,2,5,0,0,6,6,0.1,0,0,0,0,0,0,961
1100,137,58.3,6,12,3,2,5,1.6,0,6,6,0.1,0,0,0,0,0,0,143
1100,137,63.7,5.9,5.8,3.2,2.8,5,2,0,5.6,5.9,0.1,0,0,0,0,0,0,412
900,392,63.7,5.9,5.8,3.2,2.8,5,2,0,5.6,5.9,0.1,0,0,0,0,0,0,987
1100,137,61.7,5.7,5.8,3.2,2.9,5.8,3.6,0,5.6,5.6,0.1,0,0,0,0,0,0,722
900,392,61.7,5.7,5.8,3.2,2.9,5.8,3.6,0,5.6,5.6,0.1,0,0,0,0,0,0,1224
1100,137,61.85,5.7,5.8,2.4,2.9,5.9,3.7,0,5.7,5.5,0.1,0,0.45,0,0,0,0,387
1100,137,62.35,5.7,5.8,3.2,1.4,5.9,3.7,0,5.8,5.6,0.1,0,0.45,0,0,0,0,380
1100,137,59.2,5.8,5.8,2.9,3.9,4.9,6,0,5.6,5.8,0.1,0,0,0,0,0,0,1252
1100,137,60,5.6,5.6,2.8,2.8,6.9,5,0,5.6,5.6,0.1,0,0,0,0,0,0,964
1100,137,59.7,5.6,5.6,4.6,2.4,6.4,5,0,5.6,5,0.1,0,0,0,0,0,0,1001
900,392,59.7,5.6,5.6,4.6,2.4,6.4,5,0,5.6,5,0.1,0,0,0,0,0,0,1245
1100,137,58.8,5.9,6.5,4.6,1.1,6.4,5,0,7.6,4,0.1,0,0,0,0,0,0,1930
900,392,58.8,5.9,6.5,4.6,1.1,6.4,5,0,7.6,4,0.1,0,0,0,0,0,0,1306
1150,137,58.8,5.9,6.5,4.6,1.1,6.4,5,0,7.6,4,0.1,0,0,0,0,0,0,92
1150,137,55.8,5.9,6.5,4.6,1.1,7.4,7,0,7.6,4,0.1,0,0,0,0,0,0,270
900,392,55.8,5.9,6.5,4.6,1.1,7.4,7,0,7.6,4,0.1,0,0,0,0,0,0,544
1100,137,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,136
900,392,61.7,5.6,9,6.5,0.6,3,0,1,6.5,6,0.1,0,0,0,0,0,0,499
1100,137,69.57,5.7,3,2,0.4,6,0,0.2,8,5,0.03,0.1,0,0,0,0,0,330
1100,137,67.8,5.8,3.3,2.3,0.4,6.3,0,0.2,8.3,5.5,0,0.1,0,0,0,0,0,333
1100,137,62.5,5,5,10,0,0,0,1.5,12,4,0,0,0,0,0,0,0,14
900,392,62.5,5,5,10,0,0,0,1.5,12,4,0,0,0,0,0,0,0,82.6
1100,137,59.6,5.6,10,5,2,3,0,0,8.7,6,0.1,0,0,0,0,0,0,139
1100,137,50.5,5.6,16.5,2,2,6,3,0,8.3,6,0.1,0,0,0,0,0,0,141
1030,230,66.467,5.6,8,5.9,0.54,2.95,0,0,5.9,4.44,0.18,0,0,0.012,0,0,0.011,1
1030,230,63.268,5.67,8.1,5.54,0.53,2.98,0,1.99,6.08,5.51,0.3,0,0,0.014,0,0,0.018,36.6
1030,230,60.727,5.59,8.06,5.57,0.52,2.94,0,3.74,5.97,6.37,0.47,0,0,0.023,0,0,0.02,5.3
1030,230,63.234,5.55,8.03,5.78,1.48,2.92,0,2,6.01,4.44,0.51,0,0,0.016,0,0,0.03,36
1030,230,61.008,5.59,8.02,5.52,1.43,2.96,0,3.88,6.01,5.38,0.18,0,0,0.012,0,0,0.01,6
1030,230,63.527,5.58,7.99,5.83,1.48,2.92,0,0,5.98,6.36,0.3,0,0,0.015,0,0,0.018,37.6
1030,230,60.81,5.53,8.01,5.56,2.43,2.96,0,3.92,5.99,4.48,0.28,0,0,0.013,0,0,0.017,4.8
1030,230,63.135,5.6,8.01,5.78,2.56,2.96,0,0,5.98,5.43,0.5,0,0,0.018,0,0,0.027,44
1030,230,60.816,5.55,7.98,5.79,2.52,2.92,0,1.94,5.96,6.31,0.18,0,0,0.024,0,0,0.01,9
